day,start time 3h interval (utc),location,height above ground in m,u-component wind in m/s,v-component wind in m/s,temperature in °C,global surface radiation in W/m2
25,15:00,9,80,6.41,2.45,17.95,275
25,18:00,9,80,5.61,-2.04,13.85,0
25,21:00,9,80,5.23,0.80,11.95,0
26,00:00,9,80,4.32,0.71,11.05,0
26,03:00,9,80,5.76,2.14,9.95,40
26,06:00,9,80,3.91,0.25,10.15,440
26,09:00,9,80,2.50,2.22,13.35,520
26,12:00,9,80,1.83,5.53,15.55,600
26,15:00,9,80,5.81,2.13,15.75,412
26,18:00,9,80,3.48,1.44,14.75,0
26,21:00,9,80,2.57,-1.65,12.65,1
27,00:00,9,80,-1.57,-3.00,10.25,0
27,03:00,9,80,-3.37,-3.82,8.95,26
27,06:00,9,80,-5.72,-3.20,8.75,100
27,09:00,9,80,-0.45,-7.29,8.55,170
27,12:00,9,80,-1.48,-7.30,6.75,310
27,15:00,9,80,-1.07,-8.44,8.45,195
27,18:00,9,80,-1.44,-8.01,7.45,0
27,21:00,9,80,0.57,-8.78,6.35,0
28,00:00,9,80,2.41,-6.90,6.65,0
28,03:00,9,80,1.20,-8.25,6.25,15
28,06:00,9,80,-0.73,-5.68,5.75,210
28,09:00,9,80,0.90,-4.40,7.25,255
28,12:00,9,80,3.59,-2.24,8.45,230
28,15:00,9,80,4.47,-3.70,9.05,175
28,18:00,9,80,2.80,-2.45,8.75,0
28,21:00,9,80,6.21,-1.02,6.55,1
29,00:00,9,80,8.07,-1.94,3.55,0
29,03:00,9,80,8.05,-1.53,2.15,49
29,06:00,9,80,5.43,0.34,3.75,530
29,09:00,9,80,5.53,0.66,7.85,669
29,12:00,9,80,2.15,2.91,10.85,680
29,15:00,9,80,0.60,4.75,11.75,459
29,18:00,9,80,-0.94,4.87,11.55,0
29,21:00,9,80,-4.01,6.63,9.05,1
30,00:00,9,80,-5.01,7.50,7.75,0
30,03:00,9,80,-3.37,7.37,6.15,33
30,06:00,9,80,-1.80,6.50,7.15,480
30,09:00,9,80,2.28,6.66,11.85,620
30,12:00,9,80,5.29,3.40,12.85,490
30,15:00,9,80,6.15,3.57,12.85,367
30,18:00,9,80,2.14,0.06,11.85,0
30,21:00,9,80,1.48,-0.23,6.15,1
31,00:00,9,80,4.29,1.38,5.45,0
31,03:00,9,80,5.08,2.08,5.15,49
31,06:00,9,80,3.73,0.57,5.65,530
31,09:00,9,80,6.23,1.39,8.85,668
31,12:00,9,80,6.75,2.23,10.15,680
31,15:00,9,80,7.01,-0.21,10.65,467
31,18:00,9,80,1.72,-3.00,9.95,0
31,21:00,9,80,0.24,-4.28,7.95,1
32,00:00,9,80,-0.75,-2.83,5.95,0
32,03:00,9,80,1.46,-1.07,6.05,52
32,06:00,9,80,3.33,-0.16,6.45,540
32,09:00,9,80,5.76,0.52,9.35,670
32,12:00,9,80,5.62,0.81,10.85,680
32,15:00,9,80,4.72,-0.92,11.85,470
32,18:00,9,80,0.44,-3.99,10.85,0
32,21:00,9,80,-3.99,-2.18,8.25,2
33,00:00,9,80,-3.90,-0.10,7.15,0
33,03:00,9,80,-4.59,0.64,6.45,54
33,06:00,9,80,-4.11,0.93,7.15,530
33,09:00,9,80,-5.07,2.49,12.35,662
33,12:00,9,80,-5.33,4.05,15.85,650
33,15:00,9,80,-6.37,5.82,16.85,419
33,18:00,9,80,-5.96,4.35,16.95,0
33,21:00,9,80,-3.18,8.35,13.25,1
34,00:00,9,80,0.58,7.70,12.05,0
34,03:00,9,80,7.95,3.62,12.35,45
34,06:00,9,80,7.27,1.87,12.95,460
34,09:00,9,80,9.45,2.55,15.25,611
34,12:00,9,80,7.18,1.77,17.95,600
34,15:00,9,80,5.92,1.43,18.55,426
34,18:00,9,80,0.72,-1.33,18.45,0
34,21:00,9,80,-5.40,-0.26,16.55,2
35,00:00,9,80,-5.67,3.68,15.15,0
35,03:00,9,80,-6.64,6.21,14.35,21
35,06:00,9,80,-5.20,7.42,15.35,500
35,09:00,9,80,-3.94,9.91,19.85,570
35,12:00,9,80,0.12,7.33,21.35,550
35,15:00,9,80,4.48,10.17,23.05,383
35,18:00,9,80,5.99,2.91,19.95,0
35,21:00,9,80,10.91,-2.42,14.95,2
36,00:00,9,80,6.64,-0.38,11.95,0
36,03:00,9,80,3.81,1.32,10.35,59
36,06:00,9,80,-0.49,5.43,11.45,550
36,09:00,9,80,0.74,7.31,15.35,673
36,12:00,9,80,4.51,6.89,16.85,530
36,15:00,9,80,6.42,3.70,17.85,398
36,18:00,9,80,3.51,0.64,17.85,0
36,21:00,9,80,7.87,1.89,13.15,2
37,00:00,9,80,7.33,3.29,10.35,0
37,03:00,9,80,6.35,6.93,8.85,60
37,06:00,9,80,8.05,4.86,10.35,550
37,09:00,9,80,10.75,3.93,12.15,622
37,12:00,9,80,9.07,0.83,12.85,450
37,15:00,9,80,8.86,-1.17,12.65,338
37,18:00,9,80,4.89,-1.12,11.75,10
37,21:00,9,80,2.84,-0.69,10.65,2
38,00:00,9,80,1.90,2.37,9.85,0
38,03:00,9,80,2.52,2.64,9.15,56
38,06:00,9,80,0.79,1.50,9.85,480
38,09:00,9,80,0.90,2.46,13.15,616
38,12:00,9,80,0.60,1.10,15.65,510
38,15:00,9,80,-1.67,-0.10,15.85,349
38,18:00,9,80,-5.40,-4.65,13.85,0
38,21:00,9,80,-8.56,-2.14,11.85,2
39,00:00,9,80,-8.12,-0.15,10.85,0
39,03:00,9,80,-5.44,1.51,10.85,29
39,06:00,9,80,-5.00,1.06,11.55,470
39,09:00,9,80,-0.13,4.15,15.85,605
39,12:00,9,80,5.70,3.40,18.85,390
39,15:00,9,80,9.39,1.62,15.85,294
39,18:00,9,80,5.00,1.00,14.85,10
39,21:00,9,80,5.60,1.87,13.85,3
40,00:00,9,80,5.30,3.10,10.45,0
40,03:00,9,80,10.89,2.25,8.45,55
40,06:00,9,80,11.30,0.70,8.85,160
40,09:00,9,80,13.95,-3.47,8.85,230
40,12:00,9,80,9.16,-3.20,10.25,280
40,15:00,9,80,7.50,-4.78,11.85,247
40,18:00,9,80,4.55,-3.10,11.85,10
40,21:00,9,80,2.68,-4.05,9.65,3
41,00:00,9,80,0.49,-2.60,8.55,0
41,03:00,9,80,-1.76,0.61,8.35,62
41,06:00,9,80,-1.45,4.62,8.85,500
41,09:00,9,80,-1.00,6.03,13.15,629
41,12:00,9,80,NaN,NaN,NaN,NaN
41,15:00,9,80,NaN,NaN,NaN,NaN
41,18:00,9,80,-1.46,5.95,18.55,10
41,21:00,9,80,-2.28,8.68,15.55,3
42,00:00,9,80,0.20,8.07,13.45,0
42,03:00,9,80,1.23,7.09,13.25,48
42,06:00,9,80,0.98,5.89,14.85,480
42,09:00,9,80,1.69,8.98,20.25,596
42,12:00,9,80,2.74,11.27,24.15,550
42,15:00,9,80,9.39,5.81,23.85,365
42,18:00,9,80,7.03,-8.51,16.05,0
42,21:00,9,80,9.27,-6.18,9.95,1
43,00:00,9,80,7.04,1.98,7.45,0
43,03:00,9,80,8.59,3.41,6.95,67
43,06:00,9,80,9.22,1.71,10.05,560
43,09:00,9,80,12.08,1.48,12.65,637
43,12:00,9,80,10.57,0.68,13.85,690
43,15:00,9,80,10.38,-1.00,14.55,491
43,18:00,9,80,4.82,-2.87,13.85,10
43,21:00,9,80,4.26,-5.53,9.75,4
44,00:00,9,80,4.07,-2.91,7.05,0
44,03:00,9,80,6.60,-3.03,5.05,63
44,06:00,9,80,7.31,-2.21,7.85,190
44,09:00,9,80,7.68,-2.67,8.85,317
44,12:00,9,80,5.99,-1.96,10.85,440
44,15:00,9,80,5.33,-2.31,11.85,324
44,18:00,9,80,3.87,-1.30,11.85,10
44,21:00,9,80,3.28,-3.31,9.75,4
45,00:00,9,80,1.01,-4.53,7.65,0
45,03:00,9,80,0.53,-4.09,6.25,70
45,06:00,9,80,1.10,-2.17,7.25,570
45,09:00,9,80,4.79,-1.23,9.85,595
45,12:00,9,80,4.47,-1.37,11.85,720
45,15:00,9,80,2.76,-3.60,13.85,511
45,18:00,9,80,0.00,-3.94,12.85,10
45,21:00,9,80,0.36,-2.28,11.85,5
46,00:00,9,80,2.56,-0.25,9.65,0
46,03:00,9,80,4.96,-1.11,6.65,72
46,06:00,9,80,3.70,-0.10,5.85,560
46,09:00,9,80,7.21,1.20,9.85,614
46,12:00,9,80,6.50,1.40,11.85,370
46,15:00,9,80,9.00,2.50,10.85,233
46,18:00,9,80,6.80,4.30,9.85,0
46,21:00,9,80,10.90,-1.50,9.85,1
47,00:00,9,80,7.50,-2.80,6.85,0
47,03:00,9,80,9.50,-0.90,5.85,72
47,06:00,9,80,8.70,-0.20,6.85,580
47,09:00,9,80,10.50,-1.60,9.85,622
47,12:00,9,80,9.50,0.30,11.85,720
47,15:00,9,80,9.87,0.20,11.85,488
47,18:00,9,80,6.89,-1.40,10.85,10
47,21:00,9,80,6.12,-0.30,8.85,4
48,00:00,9,80,5.65,0.80,6.85,0
48,03:00,9,80,4.72,1.60,6.85,39
48,06:00,9,80,0.55,-0.12,7.85,350
48,09:00,9,80,-0.40,2.60,11.85,470
48,12:00,9,80,-1.17,4.30,14.85,520
48,15:00,9,80,0.25,4.77,16.85,339
48,18:00,9,80,-5.00,1.01,17.85,10
48,21:00,9,80,-2.23,6.93,15.85,4
49,00:00,9,80,2.16,3.66,14.85,0
49,03:00,9,80,3.68,-3.31,11.85,33
49,06:00,9,80,5.16,-0.83,11.85,350
49,09:00,9,80,7.77,3.37,11.85,501
49,12:00,9,80,7.45,3.46,14.85,360
49,15:00,9,80,7.08,2.88,14.85,303
49,18:00,9,80,4.34,-0.46,14.85,10
49,21:00,9,80,2.01,-3.74,11.85,5
50,00:00,9,80,-2.96,0.94,11.85,0
50,03:00,9,80,-1.82,1.72,10.85,38
50,06:00,9,80,-0.14,-2.45,10.85,300
50,09:00,9,80,1.30,-0.86,12.85,425
50,12:00,9,80,3.16,0.69,13.85,480
50,15:00,9,80,4.28,1.04,14.85,341
50,18:00,9,80,5.30,-0.47,13.85,10
50,21:00,9,80,3.83,-3.83,10.85,4
51,00:00,9,80,3.09,-3.60,9.05,0
51,03:00,9,80,4.05,-4.28,7.25,77
51,06:00,9,80,2.19,-1.99,8.85,600
51,09:00,9,80,4.30,0.01,11.85,667
51,12:00,9,80,5.04,1.05,13.85,680
51,15:00,9,80,5.27,-1.21,13.85,499
51,18:00,9,80,3.70,-0.93,12.85,10
51,21:00,9,80,3.67,-2.52,10.75,6
52,00:00,9,80,3.39,-2.19,9.15,0
52,03:00,9,80,2.41,-1.01,8.55,76
52,06:00,9,80,1.39,2.08,9.85,590
52,09:00,9,80,3.39,2.66,13.85,712
52,12:00,9,80,3.71,0.92,15.85,720
52,15:00,9,80,3.76,0.19,16.85,518
52,18:00,9,80,1.76,-0.48,16.85,10
52,21:00,9,80,1.20,0.78,15.85,6
53,00:00,9,80,3.09,2.24,14.85,0
53,03:00,9,80,4.16,-0.57,12.85,76
53,06:00,9,80,2.08,-2.49,12.85,580
53,09:00,9,80,4.00,-2.81,14.85,616
53,12:00,9,80,1.09,-6.58,13.85,310
53,15:00,9,80,-0.11,-5.92,12.85,300
53,18:00,9,80,0.53,-5.66,13.85,10
53,21:00,9,80,-0.33,-6.57,9.65,7
54,00:00,9,80,-0.16,-4.83,7.65,0
54,03:00,9,80,0.25,-3.48,7.05,82
54,06:00,9,80,0.57,-1.16,9.25,610
54,09:00,9,80,1.82,-1.04,11.85,736
54,12:00,9,80,0.64,0.12,14.85,740
54,15:00,9,80,1.24,0.28,16.85,536
54,18:00,9,80,0.02,-2.09,16.75,20
54,21:00,9,80,-3.36,-0.86,14.95,8
55,00:00,9,80,-4.70,2.19,13.15,0
55,03:00,9,80,0.20,3.09,13.25,63
55,06:00,9,80,2.37,-0.30,13.85,560
55,09:00,9,80,3.16,-1.11,16.85,698
55,12:00,9,80,5.39,-1.69,17.85,730
55,15:00,9,80,6.37,-2.49,16.85,483
55,18:00,9,80,2.43,-7.42,13.05,10
55,21:00,9,80,1.78,-6.23,10.35,7
56,00:00,9,80,3.07,-4.43,8.75,0
56,03:00,9,80,4.54,-5.04,7.55,81
56,06:00,9,80,2.57,-3.03,8.85,600
56,09:00,9,80,5.14,-3.00,11.85,675
56,12:00,9,80,6.31,-2.22,12.85,360
56,15:00,9,80,6.35,-3.88,12.85,305
56,18:00,9,80,4.83,-3.95,11.85,20
56,21:00,9,80,5.88,-4.18,9.85,8
57,00:00,9,80,6.33,-3.10,7.05,0
57,03:00,9,80,7.67,-3.19,5.55,77
57,06:00,9,80,6.37,-1.27,7.85,230
57,09:00,9,80,7.16,-2.54,9.85,235
57,12:00,9,80,6.07,-3.84,10.85,230
57,15:00,9,80,6.25,-4.71,11.85,183
57,18:00,9,80,3.52,-2.49,11.85,10
57,21:00,9,80,4.34,-1.53,10.85,4
58,00:00,9,80,2.07,2.15,9.85,0
58,03:00,9,80,2.90,6.36,8.85,61
58,06:00,9,80,2.19,7.23,10.85,520
58,09:00,9,80,5.00,10.36,14.85,609
58,12:00,9,80,5.77,7.61,15.85,650
58,15:00,9,80,8.34,5.46,16.85,470
58,18:00,9,80,5.59,-1.64,12.85,10
58,21:00,9,80,6.32,-2.43,10.85,6
59,00:00,9,80,5.49,-0.72,8.85,0
59,03:00,9,80,4.78,-0.65,7.85,85
59,06:00,9,80,1.90,-0.61,8.85,610
59,09:00,9,80,2.51,3.08,11.85,715
59,12:00,9,80,1.50,3.05,14.85,520
59,15:00,9,80,0.63,4.91,16.85,383
59,18:00,9,80,-2.99,4.45,16.85,20
59,21:00,9,80,4.39,5.33,14.55,8
60,00:00,9,80,6.39,4.45,11.25,0
60,03:00,9,80,8.51,3.62,9.95,28
60,06:00,9,80,9.40,2.29,8.55,440
60,09:00,9,80,10.36,2.18,10.35,498
60,12:00,9,80,8.32,1.44,12.15,640
60,15:00,9,80,10.40,1.79,12.35,486
60,18:00,9,80,8.20,0.42,10.75,20
60,21:00,9,80,7.91,1.92,8.75,9
61,00:00,9,80,5.67,2.60,6.75,0
61,03:00,9,80,5.19,4.58,6.05,83
61,06:00,9,80,2.76,5.22,8.25,580
61,09:00,9,80,4.50,6.10,12.85,697
61,12:00,9,80,3.22,7.08,16.85,680
61,15:00,9,80,4.05,8.07,18.35,471
61,18:00,9,80,-0.08,6.80,19.25,20
61,21:00,9,80,2.86,9.55,16.85,9
62,00:00,9,80,3.90,10.49,15.95,0
62,03:00,9,80,6.28,8.45,14.55,27
62,06:00,9,80,7.82,-2.10,13.65,60
62,09:00,9,80,4.46,-2.75,11.85,256
62,12:00,9,80,1.30,0.00,13.85,290
62,15:00,9,80,0.46,3.30,13.85,259
62,18:00,9,80,-1.15,4.32,13.25,20
62,21:00,9,80,-0.49,6.55,10.75,10
63,00:00,9,80,0.14,5.24,9.45,0
63,03:00,9,80,-0.50,6.63,8.95,82
63,06:00,9,80,3.35,8.14,11.75,600
63,09:00,9,80,7.59,9.05,15.85,715
63,12:00,9,80,6.20,9.64,19.85,710
63,15:00,9,80,8.66,9.44,21.85,414
63,18:00,9,80,5.89,5.00,21.85,10
63,21:00,9,80,6.57,4.32,18.95,3
64,00:00,9,80,6.23,7.91,18.85,0
64,03:00,9,80,9.41,6.42,17.45,18
64,06:00,9,80,8.07,2.82,16.85,260
64,09:00,9,80,10.93,2.92,16.85,353
64,12:00,9,80,11.20,-1.34,16.85,510
64,15:00,9,80,10.54,-2.79,15.85,425
64,18:00,9,80,6.00,-3.20,15.45,20
64,21:00,9,80,6.50,-4.30,12.75,11
65,00:00,9,80,3.70,-4.00,10.05,0
65,03:00,9,80,3.50,-3.39,8.65,89
65,06:00,9,80,1.71,-2.30,10.15,620
65,09:00,9,80,1.98,-1.88,13.85,746
65,12:00,9,80,0.78,-1.00,16.85,760
65,15:00,9,80,-0.05,-1.75,17.85,554
65,18:00,9,80,-1.54,-2.68,18.25,20
65,21:00,9,80,-7.59,-3.13,13.75,11
66,00:00,9,80,-8.51,0.74,11.35,0
66,03:00,9,80,-7.78,2.96,10.55,88
66,06:00,9,80,-5.31,3.67,12.65,610
66,09:00,9,80,-5.32,5.48,18.55,735
66,12:00,9,80,-2.83,5.01,23.35,750
66,15:00,9,80,-3.31,4.86,25.25,549
66,18:00,9,80,-4.50,3.36,25.85,20
66,21:00,9,80,-6.02,6.18,21.75,12
67,00:00,9,80,-3.09,8.39,19.05,0
67,03:00,9,80,-2.36,8.27,17.65,82
67,06:00,9,80,-0.38,4.66,19.85,570
67,09:00,9,80,4.89,1.60,23.75,692
67,12:00,9,80,5.31,-0.45,25.25,500
67,15:00,9,80,7.06,-4.91,23.05,325
67,18:00,9,80,3.30,-5.15,20.95,10
67,21:00,9,80,1.34,-7.86,16.25,4
68,00:00,9,80,-0.75,-5.60,12.45,0
68,03:00,9,80,0.34,-4.28,11.05,84
68,06:00,9,80,-0.17,-1.83,12.65,570
68,09:00,9,80,1.77,-2.49,15.55,708
68,12:00,9,80,2.56,-0.15,17.75,750
68,15:00,9,80,3.62,-1.40,18.85,552
68,18:00,9,80,0.48,-3.71,18.85,20
68,21:00,9,80,-1.13,-8.08,14.25,12
69,00:00,9,80,-1.47,-6.43,10.95,0
69,03:00,9,80,0.04,-5.71,9.75,78
69,06:00,9,80,-0.21,-4.33,10.75,620
69,09:00,9,80,0.17,-5.18,13.45,740
69,12:00,9,80,0.02,-4.78,15.85,600
69,15:00,9,80,-1.04,-6.69,15.85,407
69,18:00,9,80,-1.01,-5.88,13.85,20
69,21:00,9,80,-2.37,-5.94,11.45,8
70,00:00,9,80,-1.82,-4.83,8.95,0
70,03:00,9,80,-1.49,-5.00,8.35,89
70,06:00,9,80,-1.26,-3.35,10.85,460
70,09:00,9,80,-2.35,-3.64,12.85,420
70,12:00,9,80,-1.13,-4.82,14.85,720
70,15:00,9,80,-1.84,-4.84,15.85,540
70,18:00,9,80,-1.56,-5.29,15.05,30
70,21:00,9,80,-4.61,-6.01,11.65,13
71,00:00,9,80,-3.27,-4.89,9.85,0
71,03:00,9,80,-4.08,-4.59,8.85,90
71,06:00,9,80,-2.50,-2.28,11.65,610
71,09:00,9,80,-1.31,-1.21,16.05,722
71,12:00,9,80,-0.12,-2.94,18.25,530
71,15:00,9,80,-1.34,-4.29,18.25,413
71,18:00,9,80,-3.23,-3.48,17.95,30
71,21:00,9,80,-5.61,-2.18,14.35,13
72,00:00,9,80,-2.06,-2.68,13.65,0
72,03:00,9,80,-0.68,-3.08,12.95,92
72,06:00,9,80,1.09,-1.75,13.95,630
72,09:00,9,80,1.34,-1.66,16.85,752
72,12:00,9,80,0.59,-1.69,18.85,760
72,15:00,9,80,-0.11,-1.94,19.85,557
72,18:00,9,80,-0.35,-2.96,20.85,30
72,21:00,9,80,-6.18,-3.35,16.85,13
73,00:00,9,80,-7.58,-0.77,12.85,0
73,03:00,9,80,-6.11,-0.36,12.65,88
73,06:00,9,80,-3.06,1.73,15.85,600
73,09:00,9,80,-2.54,1.02,19.85,725
73,12:00,9,80,-2.78,0.29,21.85,730
73,15:00,9,80,-2.28,-0.58,22.85,545
73,18:00,9,80,-3.30,-2.57,22.85,30
73,21:00,9,80,-7.26,-2.15,17.85,13
74,00:00,9,80,-6.62,0.88,15.85,0
74,03:00,9,80,-4.82,3.15,15.85,89
74,06:00,9,80,-3.55,3.91,18.85,600
74,09:00,9,80,-1.34,5.21,23.85,720
74,12:00,9,80,0.66,4.23,27.85,530
74,15:00,9,80,3.55,4.97,27.85,325
74,18:00,9,80,8.08,-4.47,19.85,10
74,21:00,9,80,7.13,-2.16,17.85,5
75,00:00,9,80,4.88,0.15,15.85,0
75,03:00,9,80,6.19,3.47,14.85,89
75,06:00,9,80,7.46,1.55,15.85,340
75,09:00,9,80,7.75,1.02,15.85,255
75,12:00,9,80,4.37,-1.64,15.85,260
75,15:00,9,80,3.29,-3.10,16.85,266
75,18:00,9,80,2.14,-4.02,15.85,20
75,21:00,9,80,1.96,-6.73,13.85,9
76,00:00,9,80,2.61,-5.94,10.85,0
76,03:00,9,80,1.98,-7.19,9.15,90
76,06:00,9,80,1.02,-4.61,10.05,620
76,09:00,9,80,2.64,-4.90,12.55,754
76,12:00,9,80,3.08,-4.07,14.85,770
76,15:00,9,80,3.59,-6.46,13.85,568
76,18:00,9,80,2.02,-4.67,13.85,30
76,21:00,9,80,1.13,-5.00,11.75,13
77,00:00,9,80,1.86,-2.98,10.85,0
77,03:00,9,80,3.03,-4.20,9.05,68
77,06:00,9,80,2.73,-2.29,10.15,430
77,09:00,9,80,4.56,-3.32,11.85,412
77,12:00,9,80,4.17,-4.30,11.85,320
77,15:00,9,80,2.80,-3.57,11.85,274
77,18:00,9,80,1.72,-3.17,12.85,30
77,21:00,9,80,2.18,-5.56,10.85,13
78,00:00,9,80,1.82,-4.76,8.85,0
78,03:00,9,80,3.44,-3.49,7.85,92
78,06:00,9,80,2.92,-0.77,9.85,620
78,09:00,9,80,4.93,0.06,12.85,751
78,12:00,9,80,4.39,1.45,15.85,730
78,15:00,9,80,5.82,2.28,16.85,467
78,18:00,9,80,4.36,1.92,17.85,20
78,21:00,9,80,5.46,2.78,14.85,8
79,00:00,9,80,6.44,7.20,12.85,0
79,03:00,9,80,7.94,4.57,12.35,18
79,06:00,9,80,6.75,0.30,12.85,160
79,09:00,9,80,6.93,-0.95,13.85,197
79,12:00,9,80,6.96,-1.43,15.85,300
79,15:00,9,80,8.18,-3.56,14.85,282
79,18:00,9,80,5.37,-3.75,12.85,10
79,21:00,9,80,7.71,-1.99,11.85,5
80,00:00,9,80,8.02,-1.49,9.85,0
80,03:00,9,80,8.78,-0.28,8.85,57
80,06:00,9,80,8.61,0.05,9.85,350
80,09:00,9,80,9.67,-0.87,11.85,388
80,12:00,9,80,8.33,-1.35,12.85,490
80,15:00,9,80,8.82,-2.95,14.85,398
80,18:00,9,80,7.70,-0.98,13.85,20
80,21:00,9,80,8.07,-1.69,10.85,10
81,00:00,9,80,6.94,-0.45,8.85,0
81,03:00,9,80,7.72,-0.40,7.85,40
81,06:00,9,80,5.15,-1.53,9.85,340
81,09:00,9,80,5.69,-2.93,12.85,454
81,12:00,9,80,4.09,-4.90,14.85,330
81,15:00,9,80,4.54,-4.74,15.85,290
81,18:00,9,80,6.16,-3.20,13.85,30
81,21:00,9,80,7.46,-3.72,11.85,14
82,00:00,9,80,6.28,-2.96,8.85,0
82,03:00,9,80,6.73,-2.77,7.85,86
82,06:00,9,80,4.86,-2.20,9.85,380
82,09:00,9,80,5.46,-0.97,11.85,453
82,12:00,9,80,2.78,-1.24,13.85,690
82,15:00,9,80,3.43,0.52,15.85,520
82,18:00,9,80,1.70,2.45,16.85,20
82,21:00,9,80,1.64,3.87,15.85,8
83,00:00,9,80,0.22,4.40,13.85,0
83,03:00,9,80,3.88,5.20,11.85,32
83,06:00,9,80,6.32,0.40,11.85,470
83,09:00,9,80,6.06,1.75,14.85,624
83,12:00,9,80,1.85,3.03,16.85,220
83,15:00,9,80,0.82,5.27,13.85,154
83,18:00,9,80,1.52,-0.39,12.85,10
83,21:00,9,80,1.13,-0.60,11.85,5
84,00:00,9,80,1.17,1.43,11.85,0
84,03:00,9,80,5.91,0.88,10.85,3
84,06:00,9,80,5.17,-4.07,9.85,40
84,09:00,9,80,8.30,-2.97,9.85,97
84,12:00,9,80,7.02,-2.07,11.85,270
84,15:00,9,80,6.53,-1.10,12.85,201
84,18:00,9,80,5.18,1.71,12.85,20
84,21:00,9,80,8.54,1.66,11.85,11
85,00:00,9,80,8.20,0.73,9.85,0
85,03:00,9,80,9.51,-1.23,10.15,16
85,06:00,9,80,7.30,-1.15,10.85,130
85,09:00,9,80,10.15,-1.15,10.85,146
85,12:00,9,80,7.04,0.10,11.85,230
85,15:00,9,80,7.93,-0.39,12.85,215
85,18:00,9,80,4.69,1.10,13.95,10
85,21:00,9,80,4.28,3.97,13.15,7
86,00:00,9,80,5.91,5.97,11.75,0
86,03:00,9,80,7.40,3.74,10.95,81
86,06:00,9,80,4.61,0.37,12.35,400
86,09:00,9,80,5.03,0.23,15.85,520
86,12:00,9,80,3.02,0.44,18.85,570
86,15:00,9,80,4.62,1.15,19.85,464
86,18:00,9,80,1.66,-0.27,19.85,30
86,21:00,9,80,1.74,-0.93,18.85,14
87,00:00,9,80,-0.14,-1.16,17.25,0
87,03:00,9,80,0.43,-1.13,15.85,56
87,06:00,9,80,-1.43,-1.47,14.85,240
87,09:00,9,80,1.16,-0.78,17.45,480
87,12:00,9,80,-0.13,-1.02,20.55,310
87,15:00,9,80,3.95,-1.29,18.45,224
87,18:00,9,80,2.71,-1.28,18.45,10
87,21:00,9,80,2.76,0.67,17.55,6
88,00:00,9,80,3.25,0.59,16.35,0
88,03:00,9,80,1.24,2.28,16.15,75
88,06:00,9,80,0.53,2.69,17.25,350
88,09:00,9,80,5.86,3.09,18.45,360
88,12:00,9,80,3.95,-0.47,18.85,310
88,15:00,9,80,3.87,1.45,19.85,256
88,18:00,9,80,3.99,-2.57,18.85,30
88,21:00,9,80,7.28,-5.10,15.65,13
89,00:00,9,80,6.50,-4.02,12.85,0
89,03:00,9,80,7.27,-5.14,11.25,71
89,06:00,9,80,3.88,-4.61,12.65,320
89,09:00,9,80,4.15,-3.92,13.85,550
89,12:00,9,80,2.56,-2.41,17.85,720
89,15:00,9,80,3.47,-1.95,18.85,485
89,18:00,9,80,1.60,-2.12,18.85,20
89,21:00,9,80,0.42,0.32,18.85,10
90,00:00,9,80,4.51,-1.24,15.85,0
90,03:00,9,80,0.06,-0.02,15.85,50
90,06:00,9,80,-0.87,3.64,15.85,130
90,09:00,9,80,1.15,4.78,17.85,458
90,12:00,9,80,2.52,1.05,22.85,400
90,15:00,9,80,4.36,-1.03,22.85,336
90,18:00,9,80,2.73,-2.42,22.85,30
90,21:00,9,80,-0.05,-7.15,18.85,13
91,00:00,9,80,-1.54,-6.02,16.85,0
91,03:00,9,80,0.05,-5.84,14.85,81
91,06:00,9,80,0.36,-4.01,15.85,580
91,09:00,9,80,2.12,-3.00,17.85,713
91,12:00,9,80,1.89,-2.55,20.85,750
91,15:00,9,80,1.36,-4.65,21.85,554
91,18:00,9,80,-1.33,-5.69,20.85,30
91,21:00,9,80,-4.38,-5.08,17.85,14
92,00:00,9,80,-5.05,-1.75,14.85,0
92,03:00,9,80,-4.18,-0.36,14.85,85
92,06:00,9,80,-2.99,-0.36,15.85,600
92,09:00,9,80,-4.00,-0.77,18.85,727
92,12:00,9,80,-3.33,-0.09,22.85,750
92,15:00,9,80,-4.55,0.24,23.85,558
92,18:00,9,80,-4.06,-0.32,24.85,30
92,21:00,9,80,-7.13,-2.27,20.85,15
93,00:00,9,80,-7.97,0.23,17.85,0
93,03:00,9,80,-8.31,2.72,16.95,84
93,06:00,9,80,-5.44,2.53,17.85,600
93,09:00,9,80,-7.32,3.32,22.85,725
93,12:00,9,80,-5.54,2.38,25.85,750
93,15:00,9,80,-6.92,2.62,26.85,556
93,18:00,9,80,-6.06,0.26,26.85,30
93,21:00,9,80,-8.62,2.46,22.85,15
94,00:00,9,80,-7.55,3.80,19.85,0
94,03:00,9,80,-7.45,3.76,18.85,83
94,06:00,9,80,-4.87,2.06,19.85,600
94,09:00,9,80,-4.66,3.18,24.85,722
94,12:00,9,80,-1.32,2.80,28.85,740
94,15:00,9,80,-0.42,0.45,30.85,550
94,18:00,9,80,-2.13,-2.33,30.85,30
94,21:00,9,80,-5.17,3.19,26.85,14
95,00:00,9,80,-4.24,5.38,23.85,0
95,03:00,9,80,-2.47,3.61,22.85,80
95,06:00,9,80,-2.44,2.42,23.85,580
95,09:00,9,80,-2.67,3.26,28.85,703
95,12:00,9,80,-0.72,3.49,33.85,480
95,15:00,9,80,-0.52,2.74,33.85,347
